ID,TARGET
2024-07-01_B0CR4BGLK5,2.0368734870848053
2024-07-01_B0CR4BK4FW,2.0368734870848053
2024-07-01_B0CR49NR3B,2.0368734870848053
2024-07-01_B0CR49N6MQ,20.2
2024-07-01_B0CR49BQRS,5.51
2024-07-01_B0CQVLFPBQ,2.0368734870848053
2024-07-01_B0BRCXP7VN,2.0368734870848053
2024-07-01_B0CR4BG4ZW,3.53
2024-07-02_B09KDTHJ6V,0.31916666666666665
2024-07-02_B09KDW1YKQ,3.306159330998204
2024-07-02_B09KDVXTP4,3.306159330998204
2024-07-02_B09KDTS4DC,3.306159330998204
2024-07-02_B09KDR64LT,3.306159330998204
2024-07-02_B09KDZQJ6P,3.306159330998204
2024-07-02_B09KDPXYG3,3.306159330998204
2024-07-02_B09KDNYCYR,3.306159330998204
2024-07-02_B09KDN7PYR,3.306159330998204
2024-07-02_B0BDRTZTGX,3.306159330998204
2024-07-02_B09KDXJJ6W,3.306159330998204
2024-07-02_B09KDQ2BWY,3.306159330998204
2024-07-02_B09KDYY3SB,7.7
2024-07-02_B09KTJRHC7,2320.17
2024-07-02_B09MR3Y296,3.71
2024-07-02_B09KSYL73R,69.23
2024-07-02_B09KT5HMNY,1.52
2024-07-02_B09KTF8ZDQ,3.306159330998204
2024-07-02_B09KTFXX6L,3.306159330998204
2024-07-02_B09KTMKDKJ,15.58
2024-07-02_B09KTMLQ1N,23.5
2024-07-02_B09MR2FY5D,67.35
2024-07-02_B09MR2MLZH,2.281
2024-07-02_B09MR36MLJ,3.306159330998204
2024-07-02_B09MR3RSW8,3.306159330998204
2024-07-02_B09MR3XT5G,28.35
2024-07-02_B09KSXP3HN,93.58
2024-07-02_B09MR4B13C,528.47
2024-07-02_B09X1F8C23,12.37
2024-07-02_B09MR4Z3H8,81.51
2024-07-02_B0B31R1ZBV,0.77
2024-07-02_B09X1JTK49,3.306159330998204
2024-07-02_B09X1HV1NL,18.49833333333333
2024-07-02_B09X1H629F,1.36
2024-07-02_B09X1FWK8Z,3.306159330998204
2024-07-02_B09X1DHRLN,3.306159330998204
2024-07-02_B09X1F1L26,10.82
2024-07-02_B09MR5WS3Y,0.84
2024-07-02_B09MR56Q9N,3.306159330998204
2024-07-02_B09MR4Z3H9,3.306159330998204
2024-07-02_B0B31T1XMH,3.306159330998204
2024-07-02_B0B31SM3ZR,3.306159330998204
2024-07-02_B09KDLQ2GW,4.03
2024-07-02_B0B69SF1BT,0.86
2024-07-02_B0B31VFJ6Q,3.306159330998204
2024-07-02_B0B31VTH56,3.306159330998204
2024-07-02_B0B31Y1FDZ,12.26
2024-07-02_B0B699PLXD,0.5
2024-07-02_B0B69B8R3C,3.306159330998204
2024-07-02_B0B69C4GST,3.306159330998204
2024-07-02_B0B69DD2C7,3.306159330998204
2024-07-02_B0B69DK8JN,3.306159330998204
2024-07-02_B0B69FBGN1,3.306159330998204
2024-07-02_B0B69G3YRM,3.306159330998204
2024-07-02_B0B69GN5KJ,3.306159330998204
2024-07-02_B09MR4G722,3.306159330998204
2024-07-02_B0B31V3PKG,3.306159330998204
2024-07-02_B0BDRQWBK9,3.306159330998204
2024-07-02_B0BG2PD396,3.306159330998204
2024-07-02_B0BSLWJKSX,3.306159330998204
2024-07-02_B0BG2T78CJ,3.306159330998204
2024-07-02_B0BG2Z8CY4,3.306159330998204
2024-07-02_B0BGDWGRQB,3.306159330998204
2024-07-02_B0BGDX2Z3L,35.59
2024-07-02_B0BGDXM13S,1.4753333333333334
2024-07-02_B0BGDXV7FD,3.306159330998204
2024-07-02_B0BGDZLDX2,3.306159330998204
2024-07-02_B0BNKY8RQN,3.306159330998204
2024-07-02_B0BNKYZD2Z,3.306159330998204
2024-07-02_B0BNKZ88Z5,3.306159330998204
2024-07-02_B0BNKZ9BJR,3.306159330998204
2024-07-02_B0BNKZCWFL,3.306159330998204
2024-07-02_B0BNKZYHRX,3.306159330998204
2024-07-02_B0BNKXC5H1,3.306159330998204
2024-07-02_B0BNL7TJRT,3.306159330998204
2024-07-02_B0BNL1CG6X,3.306159330998204
2024-07-02_B0BRCXDHBX,3.306159330998204
2024-07-02_B0BRCXCXCV,3.306159330998204
2024-07-02_B0BRCW79VK,3.306159330998204
2024-07-02_B0BRCW2B64,3.306159330998204
2024-07-02_B0BRCXJ1F6,3.306159330998204
2024-07-02_B0BNL5BKMK,3.306159330998204
2024-07-02_B0BNL4L4K5,3.306159330998204
2024-07-02_B0BNL3YY1C,3.306159330998204
2024-07-02_B0BNL3J36Z,3.306159330998204
2024-07-02_B0BDRS6R5Z,3.306159330998204
2024-07-02_B0BNL11QD8,3.306159330998204
2024-07-02_B0BRCXJRX6,9.98
2024-07-02_B0BNL4S6MB,2.3933333333333335
2024-07-02_B0BRCXQMS5,9.55
2024-07-02_B0CY5QQ49F,2.53
2024-07-02_B0BRCXXBG2,3.306159330998204
2024-07-02_B0BRCY8QMH,3.306159330998204
2024-07-02_B0BRCYJ33N,31.94
2024-07-02_B0BRCYJ4SR,0.34
2024-07-02_B0BRCYK4JK,10.27
2024-07-02_B0BRCYQNSW,32.87
2024-07-02_B0BRCYV77T,3.9189999999999996
2024-07-02_B0BRDCBGFD,3.306159330998204
2024-07-02_B0BRDCJWJC,3.306159330998204
2024-07-02_B0BSLTV9FL,3.306159330998204
2024-07-02_B0BSLTZV4Z,3.306159330998204
2024-07-02_B0C9JLKFPZ,3.306159330998204
2024-07-02_B0BRCXQRC9,14.12
2024-07-02_B0CFV6V981,0.17
2024-07-02_B0BRCXP7VN,3.306159330998204
2024-07-02_B0CY5LR4VX,13.995999999999999
2024-07-02_B0CY5KFQBD,0.31
2024-07-02_B0CR4C98FS,19.023333333333333
2024-07-02_B0CR4BK4FW,0.94
2024-07-02_B0CR4C5WXS,3.306159330998204
2024-07-02_B0CR4BG4ZW,16.17
2024-07-02_B0CR49NR3B,0.8
2024-07-02_B0CR49N6MQ,3.306159330998204
2024-07-02_B0CR49BQRS,3.306159330998204
2024-07-02_B0CQVLFPBQ,3.306159330998204
2024-07-02_B0CR4BGLK5,3.306159330998204
2024-07-03_B09KDVXTP4,3.577970398042285
2024-07-03_B09KDXJJ6W,3.577970398042285
2024-07-03_B09KDW1YKQ,3.577970398042285
2024-07-03_B09KDTS4DC,3.577970398042285
2024-07-03_B09KDN7PYR,3.577970398042285
2024-07-03_B09KDR64LT,3.577970398042285
2024-07-03_B09KDQ2BWY,3.577970398042285
2024-07-03_B09KDPXYG3,3.577970398042285
2024-07-03_B09KDNYCYR,3.577970398042285
2024-07-03_B09KDTHJ6V,3.577970398042285
2024-07-03_B09KDYY3SB,11.83
2024-07-03_B09KTF8ZDQ,2.18
2024-07-03_B09KDZQJ6P,3.577970398042285
2024-07-03_B09KSXP3HN,3.577970398042285
2024-07-03_B09KSYL73R,29.685
2024-07-03_B09KT5HMNY,2.685
2024-07-03_B09KTFXX6L,3.577970398042285
2024-07-03_B09KTJRHC7,9.98
2024-07-03_B09KTMKDKJ,453.12
2024-07-03_B09KTMLQ1N,26.49
2024-07-03_B09MR2FY5D,30.69
2024-07-03_B09MR2MLZH,2.82
2024-07-03_B09MR36MLJ,3.577970398042285
2024-07-03_B09MR3XT5G,16.9
2024-07-03_B09KDLQ2GW,76.03
2024-07-03_B09MR3Y296,1.8816428571428572
2024-07-03_B0B31VFJ6Q,7.79
2024-07-03_B09MR4G722,1.08
2024-07-03_B09MR3RSW8,3.577970398042285
2024-07-03_B09X1F1L26,-10.49
2024-07-03_B0B31SM3ZR,0.8880102895801588
2024-07-03_B0B31R1ZBV,3.577970398042285
2024-07-03_B09X1JTK49,3.577970398042285
2024-07-03_B09X1HV1NL,31.25
2024-07-03_B09X1F8C23,27.95
2024-07-03_B09MR4Z3H8,89.08
2024-07-03_B09MR5WS3Y,1.62
2024-07-03_B09MR5Q6HJ,3.577970398042285
2024-07-03_B09MR56Q9N,3.577970398042285
2024-07-03_B09MR4Z3H9,3.577970398042285
2024-07-03_B0B31T1XMH,3.577970398042285
2024-07-03_B0B69B8R3C,3.577970398042285
2024-07-03_B0B31VTH56,3.577970398042285
2024-07-03_B0B31Y1FDZ,17.1
2024-07-03_B0B699PLXD,0.8
2024-07-03_B09MR4B13C,15.43
2024-07-03_B0B69C4GST,1.12
2024-07-03_B0B69DD2C7,3.577970398042285
2024-07-03_B0B69DK8JN,3.577970398042285
2024-07-03_B0B69FBGN1,3.577970398042285
2024-07-03_B0B69GN5KJ,3.577970398042285
2024-07-03_B0B69SF1BT,3.577970398042285
2024-07-03_B0BDRQWBK9,3.577970398042285
2024-07-03_B0BDRTZTGX,3.577970398042285
2024-07-03_B0BDRS6R5Z,3.577970398042285
2024-07-03_B0B31V3PKG,3.577970398042285
2024-07-03_B0BG2PD396,3.577970398042285
2024-07-03_B0BNKZKGFG,3.577970398042285
2024-07-03_B0BRCXDHBX,3.577970398042285
2024-07-03_B0BG2T78CJ,3.577970398042285
2024-07-03_B0BG2Z8CY4,3.577970398042285
2024-07-03_B0BGDWGRQB,3.577970398042285
2024-07-03_B0BGDX2Z3L,3.577970398042285
2024-07-03_B0BGDXM13S,3.577970398042285
2024-07-03_B0BGDXV7FD,3.577970398042285
2024-07-03_B0BGDZLDX2,3.577970398042285
2024-07-03_B0BNKYZD2Z,3.577970398042285
2024-07-03_B0BNKZ88Z5,3.577970398042285
2024-07-03_B0BNKZ9BJR,3.577970398042285
2024-07-03_B0BNKZCWFL,3.577970398042285
2024-07-03_B0BNL43XHH,3.577970398042285
2024-07-03_B0BNKXC5H1,3.577970398042285
2024-07-03_B0BNL11QD8,3.577970398042285
2024-07-03_B0BNL4Y2J9,3.577970398042285
2024-07-03_B0BRCW79VK,3.577970398042285
2024-07-03_B0BRCW2B64,3.577970398042285
2024-07-03_B0BNL7TJRT,3.577970398042285
2024-07-03_B0BNL5BKMK,3.577970398042285
2024-07-03_B0BRCXCXCV,3.577970398042285
2024-07-03_B0BNL4S6MB,3.577970398042285
2024-07-03_B0BNL3RDG4,3.577970398042285
2024-07-03_B0BNL3J36Z,3.577970398042285
2024-07-03_B0BRCXJ1F6,3.577970398042285
2024-07-03_B0BRDCJWJC,3.577970398042285
2024-07-03_B0CFV6V981,-4.62
2024-07-03_B0BG2QXQ9V,0.23262372121573374
2024-07-03_B0BRCXJRX6,3.577970398042285
2024-07-03_B0BRCXQMS5,53.82
2024-07-03_B0BRCXQRC9,4.21
2024-07-03_B0BRCXSTKW,3.577970398042285
2024-07-03_B0BRCXXBG2,3.577970398042285
2024-07-03_B0BRCY8QMH,3.577970398042285
2024-07-03_B0BRCYJ33N,27.625
2024-07-03_B0BRCXP7VN,2.7235
2024-07-03_B0BRCYK4JK,3.577970398042285
2024-07-03_B0BRCYQNSW,6.185
2024-07-03_B0BRCYV77T,22.64
2024-07-03_B0BRDCBGFD,2.27
2024-07-03_B0BRCYJ4SR,3.577970398042285
2024-07-03_B0C9JLKFPZ,15.97
2024-07-03_B0BSLWJKSX,1.4575
2024-07-03_B0CY5LR4VX,3.577970398042285
2024-07-03_B0CY5KFQBD,3.577970398042285
2024-07-03_B0CR4C98FS,3.577970398042285
2024-07-03_B0CR4C5WXS,3.577970398042285
2024-07-03_B0CY5QQ49F,3.577970398042285
2024-07-03_B0CR4BGLK5,3.577970398042285
2024-07-03_B0CR4BG4ZW,3.5886666666666662
2024-07-03_B0CR49NR3B,0.7
2024-07-03_B0CR49N6MQ,3.577970398042285
2024-07-03_B0CR49BQRS,3.577970398042285
2024-07-03_B0CR4BK4FW,3.577970398042285
2024-07-04_B09KDW1YKQ,2.0894285382199578
2024-07-04_B09KDVXTP4,2.0894285382199578
2024-07-04_B09KDTS4DC,2.0894285382199578
2024-07-04_B09KDTHJ6V,2.0894285382199578
2024-07-04_B09KDPXYG3,2.0894285382199578
2024-07-04_B09KDQ2BWY,2.0894285382199578
2024-07-04_B09KDNYCYR,2.0894285382199578
2024-07-04_B09KDN7PYR,2.0894285382199578
2024-07-04_B09MR3Y296,2.0894285382199578
2024-07-04_B09KDR64LT,2.0894285382199578
2024-07-04_B09KDXJJ6W,2.0894285382199578
2024-07-04_B09MR36MLJ,2.0894285382199578
2024-07-04_B09KDZQJ6P,2.0894285382199578
2024-07-04_B09KSXP3HN,17.72
2024-07-04_B09KSYL73R,620.27
2024-07-04_B09KT5HMNY,1.28
2024-07-04_B09KTF8ZDQ,2.0894285382199578
2024-07-04_B09KTFXX6L,2.0894285382199578
2024-07-04_B09KTJRHC7,27.39
2024-07-04_B09KTMKDKJ,6.83
2024-07-04_B09KTMLQ1N,34.93
2024-07-04_B09MR2FY5D,66.09
2024-07-04_B09MR2MLZH,5.786666666666667
2024-07-04_B09MR4B13C,15.27
2024-07-04_B09KDYY3SB,33.0
2024-07-04_B09KDLQ2GW,21.95
2024-07-04_B0B69C4GST,1.92
2024-07-04_B0BDRS6R5Z,2.0894285382199578
2024-07-04_B09MR3RSW8,2.0894285382199578
2024-07-04_B09X1F8C23,3.98
2024-07-04_B0B31T1XMH,1.89
2024-07-04_B0B31SM3ZR,2.0894285382199578
2024-07-04_B0B31R1ZBV,2.0894285382199578
2024-07-04_B09X1JTK49,2.0894285382199578
2024-07-04_B09X1HV1NL,2.0894285382199578
2024-07-04_B09MR4Z3H9,2.0894285382199578
2024-07-04_B09X1F1L26,2.0894285382199578
2024-07-04_B09MR5WS3Y,2.0894285382199578
2024-07-04_B09MR5Q6HJ,2.0894285382199578
2024-07-04_B09MR56Q9N,2.0894285382199578
2024-07-04_B0B31VFJ6Q,1.4638333333333333
2024-07-04_B0B31V3PKG,0.16
2024-07-04_B0B31VTH56,2.0894285382199578
2024-07-04_B0B31Y1FDZ,26.96
2024-07-04_B0B699PLXD,1.06
2024-07-04_B0B69B8R3C,2.0894285382199578
2024-07-04_B09MR4G722,2.0894285382199578
2024-07-04_B0B69DD2C7,2.0894285382199578
2024-07-04_B0B69DK8JN,2.0894285382199578
2024-07-04_B0B69FBGN1,2.0894285382199578
2024-07-04_B0B69GN5KJ,2.0894285382199578
2024-07-04_B0B69SF1BT,2.0894285382199578
2024-07-04_B0BDRQWBK9,2.0894285382199578
2024-07-04_B09MR4Z3H8,7.12
2024-07-04_B09MR3XT5G,42.42
2024-07-04_B0BDRTZTGX,1.4980000000000002
2024-07-04_B0BG2PD396,2.0894285382199578
2024-07-04_B0BRCXJRX6,2.0894285382199578
2024-07-04_B0BNL11QD8,2.0894285382199578
2024-07-04_B0BRCXJ1F6,2.0894285382199578
2024-07-04_B0BGDWGRQB,2.0894285382199578
2024-07-04_B0BGDX2Z3L,2.0894285382199578
2024-07-04_B0BGDXM13S,2.0894285382199578
2024-07-04_B0BGDXV7FD,2.0894285382199578
2024-07-04_B0BGDZLDX2,2.0894285382199578
2024-07-04_B0BNKXC5H1,2.0894285382199578
2024-07-04_B0BNKYZD2Z,2.0894285382199578
2024-07-04_B0BNKZ88Z5,2.0894285382199578
2024-07-04_B0BNKZ9BJR,2.0894285382199578
2024-07-04_B0BNKZCWFL,2.0894285382199578
2024-07-04_B0BNKZKGFG,2.0894285382199578
2024-07-04_B0BG2Z8CY4,2.0894285382199578
2024-07-04_B0BNL3J36Z,2.0894285382199578
2024-07-04_B0BNL5BKMK,2.0894285382199578
2024-07-04_B0BRCXDHBX,2.0894285382199578
2024-07-04_B0BRCXCXCV,4.74
2024-07-04_B0BRCW79VK,16.87
2024-07-04_B0BNL7TJRT,2.15
2024-07-04_B0BRCW2B64,6.6
2024-07-04_B0BNL4Y2J9,3.0145
2024-07-04_B0BNL4S6MB,2.0894285382199578
2024-07-04_B0BNL43XHH,2.0894285382199578
2024-07-04_B0BSLWJKSX,2.0894285382199578
2024-07-04_B0BRCXQMS5,9.33
2024-07-04_B0BNL3RDG4,1.58
2024-07-04_B0CY5QQ49F,16.978
2024-07-04_B0BG2QXQ9V,1.88
2024-07-04_B0BRCXP7VN,2.0894285382199578
2024-07-04_B0BRCXQRC9,7.142
2024-07-04_B0BRCXSTKW,2.02
2024-07-04_B0BRCXXBG2,2.0894285382199578
2024-07-04_B0BRCY8QMH,2.0894285382199578
2024-07-04_B0BRCYJ33N,41.81
2024-07-04_B0BG2T78CJ,1.96
2024-07-04_B0BRCYK4JK,2.0894285382199578
2024-07-04_B0BRCYQNSW,62.07
2024-07-04_B0BRCYV77T,75.36
2024-07-04_B0BRDCBGFD,1.51
2024-07-04_B0BRCYJ4SR,2.0894285382199578
2024-07-04_B0C9JLKFPZ,4.654
2024-07-04_B0BRDCJWJC,17.16
2024-07-04_B0CY5KFQBD,18.69
2024-07-04_B0CR4C98FS,2.0894285382199578
2024-07-04_B0CR4C5WXS,2.0894285382199578
2024-07-04_B0CR4BK4FW,2.0894285382199578
2024-07-04_B0CY5LR4VX,2.0894285382199578
2024-07-04_B0CR4BG4ZW,2.0894285382199578
2024-07-04_B0CR49NR3B,2.0894285382199578
2024-07-04_B0CR49N6MQ,2.0894285382199578
2024-07-04_B0CR49BQRS,2.0894285382199578
2024-07-04_B0CFV6V981,2.0894285382199578
2024-07-04_B0CR4BGLK5,9.34
2024-07-05_B09KDW1YKQ,3.74
2024-07-05_B09KDVXTP4,2.3924348275527287
2024-07-05_B09KDTS4DC,2.3924348275527287
2024-07-05_B09KDTHJ6V,2.3924348275527287
2024-07-05_B09KDPXYG3,2.3924348275527287
2024-07-05_B09KDQ2BWY,2.3924348275527287
2024-07-05_B0BG2PD396,2.3924348275527287
2024-07-05_B09KDN7PYR,2.3924348275527287
2024-07-05_B09MR3Y296,2.3924348275527287
2024-07-05_B09KDR64LT,2.3924348275527287
2024-07-05_B09KDXJJ6W,2.3924348275527287
2024-07-05_B09MR36MLJ,2.3924348275527287
2024-07-05_B09KDZQJ6P,2.3924348275527287
2024-07-05_B09KSXP3HN,6.82
2024-07-05_B09KSYL73R,123.34
2024-07-05_B09KT5HMNY,2.09
2024-07-05_B09KTF8ZDQ,2.3924348275527287
2024-07-05_B09KTFXX6L,12.37
2024-07-05_B09KTJRHC7,36.42
2024-07-05_B09KTMKDKJ,3.27
2024-07-05_B09KTMLQ1N,118.28
2024-07-05_B09MR2FY5D,84.83
2024-07-05_B09MR2MLZH,2.26
2024-07-05_B09MR4B13C,10.3
2024-07-05_B09KDYY3SB,48.9
2024-07-05_B09KDNYCYR,1.89
2024-07-05_B0BDRS6R5Z,2.3924348275527287
2024-07-05_B09MR4G722,2.3924348275527287
2024-07-05_B09MR3RSW8,2.3924348275527287
2024-07-05_B09X1F8C23,5.21
2024-07-05_B0B31T1XMH,1.62
2024-07-05_B0B31SM3ZR,2.3924348275527287
2024-07-05_B0B31R1ZBV,2.3924348275527287
2024-07-05_B09X1JTK49,2.3924348275527287
2024-07-05_B09X1HV1NL,2.3924348275527287
2024-07-05_B09MR5WS3Y,2.3924348275527287
2024-07-05_B09X1F1L26,2.3924348275527287
2024-07-05_B0B31VFJ6Q,30.2
2024-07-05_B09MR5Q6HJ,0.66
2024-07-05_B09MR56Q9N,2.3924348275527287
2024-07-05_B09MR4Z3H9,2.3924348275527287
2024-07-05_B0B31V3PKG,2.3924348275527287
2024-07-05_B0B31VTH56,2.3924348275527287
2024-07-05_B0B31Y1FDZ,27.38
2024-07-05_B0B699PLXD,3.6333333333333337
2024-07-05_B0B69B8R3C,2.3924348275527287
2024-07-05_B0B69C4GST,2.3924348275527287
2024-07-05_B0B69DD2C7,2.3924348275527287
2024-07-05_B0B69DK8JN,2.3924348275527287
2024-07-05_B0B69FBGN1,2.3924348275527287
2024-07-05_B09KDLQ2GW,2.3924348275527287
2024-07-05_B0B69SF1BT,2.3924348275527287
2024-07-05_B0BDRQWBK9,2.3924348275527287
2024-07-05_B09MR4Z3H8,21.68
2024-07-05_B09MR3XT5G,73.46
2024-07-05_B0BRCXSTKW,1.01
2024-07-05_B0B69GN5KJ,2.3924348275527287
2024-07-05_B0BRCXJRX6,8.58
2024-07-05_B0BNL11QD8,3.226666666666666
2024-07-05_B0BRCXJ1F6,2.3924348275527287
2024-07-05_B0BGDWGRQB,2.3924348275527287
2024-07-05_B0BGDX2Z3L,24.92
2024-07-05_B0BGDXM13S,1.54
2024-07-05_B0BGDXV7FD,2.3924348275527287
2024-07-05_B0BGDZLDX2,2.3924348275527287
2024-07-05_B0BNKXC5H1,2.3924348275527287
2024-07-05_B0BNKYZD2Z,2.3924348275527287
2024-07-05_B0BNKZ88Z5,2.3924348275527287
2024-07-05_B0BNKZ9BJR,2.3924348275527287
2024-07-05_B0BNKZCWFL,2.3924348275527287
2024-07-05_B0BNKZKGFG,2.3924348275527287
2024-07-05_B0BG2Z8CY4,2.3924348275527287
2024-07-05_B0BNL3J36Z,2.3924348275527287
2024-07-05_B0BNL5BKMK,2.3924348275527287
2024-07-05_B0BRCXDHBX,2.3924348275527287
2024-07-05_B0BRCXCXCV,2.3924348275527287
2024-07-05_B0BRCW79VK,2.3924348275527287
2024-07-05_B0BNL7TJRT,2.3924348275527287
2024-07-05_B0BRCW2B64,2.3924348275527287
2024-07-05_B0BNL4Y2J9,2.3924348275527287
2024-07-05_B0BDRTZTGX,2.3924348275527287
2024-07-05_B0BNL43XHH,2.3924348275527287
2024-07-05_B0BSLWJKSX,2.3924348275527287
2024-07-05_B0BRCXQMS5,2.3924348275527287
2024-07-05_B0BNL4S6MB,2.3924348275527287
2024-07-05_B0CY5QQ49F,6.71
2024-07-05_B0BG2T78CJ,3.256333333333333
2024-07-05_B0BRCXP7VN,2.3924348275527287
2024-07-05_B0BRCXQRC9,2.3924348275527287
2024-07-05_B0BNL3RDG4,2.3924348275527287
2024-07-05_B0BRCXXBG2,2.3924348275527287
2024-07-05_B0BRCY8QMH,2.3924348275527287
2024-07-05_B0BRCYJ33N,7.83
2024-07-05_B0BRCYJ4SR,3.2405
2024-07-05_B0BRCYK4JK,9.2
2024-07-05_B0BRCYQNSW,541.71
2024-07-05_B0BRCYV77T,109.15
2024-07-05_B0BRDCBGFD,0.5
2024-07-05_B0BG2QXQ9V,2.3924348275527287
2024-07-05_B0C9JLKFPZ,2.3924348275527287
2024-07-05_B0CY5LR4VX,2.3924348275527287
2024-07-05_B0CY5KFQBD,2.3924348275527287
2024-07-05_B0CR4C98FS,9.27
2024-07-05_B0BRDCJWJC,1.86
2024-07-05_B0CR4BK4FW,2.3924348275527287
2024-07-05_B0CR4C5WXS,2.3924348275527287
